time,Ph_Sensor,ORP_Sensor,CT_Sensor,TDS_Sensor,NH_Sensor,DO_Sensor,TR_Sensor,BOD_Sensor,COD_Sensor,
2025-03-02 10:41:06.026	,8.115,0.9718,0.0310,-0.1362,5.447,6.852,22.531,1394.167,557.667
2025-03-02 11:11:06.026	,8.074,0.9718,0.0342,-0.1342,5.053,6.869,17.274,1379.533,551.813
2025-03-02 11:41:06.026	,8.066,0.9718,0.0384,-0.1307,5.048,6.872,15.892,1398.970,559.588
2025-03-02 12:11:06.026	,8.068,0.9718,0.0412,,5.044,6.888,17.258,1396.172,558.469
2025-03-02 12:41:06.026	,8.089,0.9718,0.0459,-0.1257,5.066,6.851,15.223,1397.285,558.914
2025-03-02 13:11:06.026	,8.115,0.9718,0.0471,-0.1257,5.085,6.857,14.052,1394.825,557.930
2025-03-02 13:41:06.026	,8.125,0.9718,0.0502,-0.1238,5.027,6.808,14.060,1391.649,556.659
2025-03-02 14:11:06.026	,8.025,0.9718,0.0541,-0.1220,5.054,6.842,13.918,1391.004,556.402
2025-03-02 14:41:06.026	,8.032,0.9718,0.0580,-0.1188,5.064,6.798,16.752,1387.811,555.125
2025-03-02 15:11:06.026	,8.044,0.9718,0.0581,-0.1187,5.005,6.789,13.641,1405.321,562.129
2025-03-02 15:41:06.026	,8.091,0.9718,0.0598,-0.1184,5.005,6.809,12.637,1380.187,552.075
2025-03-02 16:11:06.026	,8.109,0.9718,0.0592,-0.1182,5.020,6.790,14.235,1398.435,559.374
2025-03-02 16:41:06.026	,8.046,0.9718,0.0594,-0.1185,4.995,6.786,15.308,1373.507,549.403
2025-03-02 17:11:06.026	,8.095,0.9718,0.0597,-0.1182,4.972,6.784,13.496,1388.254,555.302
2025-03-02 17:41:06.026	,8.045,0.9718,0.0581,-0.1184,4.923,6.771,12.312,1368.744,547.497
2025-03-02 18:11:06.026	,8.038,0.9718,0.0588,-0.1198,4.872,6.755,15.381,1393.767,557.507
2025-03-02 18:41:06.026	,8.094,0.9718,0.0582,,4.807,6.768,13.017,1388.808,555.523
2025-03-02 19:11:06.026	,8.048,0.9718,0.0610,-0.1195,4.783,6.735,14.244,1398.283,559.313
2025-03-02 19:41:06.026	,8.082,0.9718,0.0595,-0.1182,4.729,6.735,12.277,1365.027,546.011
2025-03-02 20:11:06.026	,8.065,0.9718,0.0611,-0.1170,4.712,6.717,12.670,1410.174,564.070
2025-03-02 20:41:06.026	,8.058,0.9718,0.0601,-0.1175,4.678,6.697,15.243,1408.112,563.245
2025-03-02 21:11:06.026	,8.053,0.9718,0.0600,-0.1181,4.644,6.701,20.016,1374.216,549.686
2025-03-02 21:41:06.026	,8.098,0.9718,0.0587,-0.1181,4.661,6.700,21.884,1396.186,558.474
2025-03-02 22:11:06.026	,8.097,0.9718,0.0573,-0.1202,4.643,6.714,18.121,1388.864,555.545
2025-03-02 22:41:06.026	,8.093,0.9718,0.0572,-0.1202,4.619,6.733,16.409,1398.470,559.388
2025-03-02 23:11:06.026	,8.072,0.9718,0.0580,-0.1201,4.611,6.730,16.328,1390.694,556.277
2025-03-02 23:41:06.026	,8.023,0.9718,,-0.1209,4.553,6.701,13.662,1385.253,554.101
2025-03-03 00:11:06.026	,8.089,0.9718,0.0539,-0.1216,4.517,6.711,13.699,1391.892,556.757
2025-03-03 00:41:06.026	,8.131,0.9718,0.0538,-0.1221,4.495,6.747,12.775,1377.616,551.046
2025-03-03 01:11:06.026	,8.116,0.9718,0.0523,-0.1230,4.488,6.756,11.049,1416.482,566.593
2025-03-03 01:41:06.026	,8.130,0.9718,0.0519,-0.1237,4.511,6.711,10.720,1401.320,560.528
2025-03-03 02:11:06.026	,8.122,0.9718,0.0504,-0.1242,4.493,6.742,10.669,1406.278,562.511
2025-03-03 08:50:04.987	,8.119,0.9718,0.0326,,4.459,6.801,11.200,1405.876,562.351
2025-03-03 09:20:04.987	,8.120,0.9718,0.0331,-0.1366,4.448,6.817,10.602,1381.784,552.714
2025-03-03 09:50:04.987	,8.123,0.9718,0.0379,-0.1333,4.411,6.798,13.329,1386.493,554.597
2025-03-03 10:20:04.987	,8.207,0.9718,0.0391,-0.1319,4.491,6.839,11.707,1406.032,562.413
2025-03-03 10:50:04.987	,8.147,0.9718,0.0420,-0.1302,4.501,6.832,13.627,1395.641,558.256
2025-03-03 11:20:04.987	,8.179,0.9718,0.0448,-0.1271,4.486,6.879,11.188,1389.648,555.859
2025-03-03 11:50:04.987	,8.177,0.9718,0.0484,-0.1259,4.479,6.845,16.865,1389.221,555.688
2025-03-03 12:20:04.987	,8.150,0.9718,,-0.1233,4.494,6.868,8.982,1399.690,559.876
2025-03-03 12:50:04.987	,8.139,0.9718,0.0535,-0.1223,4.557,6.882,11.061,1376.478,550.591
2025-03-03 13:20:04.987	,8.177,0.9718,0.0550,-0.1196,4.583,6.853,10.460,1391.062,556.425
2025-03-03 13:50:04.987	,8.194,0.9718,0.0596,-0.1177,4.601,6.833,9.615,1394.613,557.845
2025-03-03 14:20:04.987	,8.149,0.9718,,-0.1161,4.627,6.850,10.476,1387.620,555.048
2025-03-03 14:50:04.987	,8.189,0.9718,0.0658,-0.1143,4.686,6.834,9.280,1383.266,553.306
2025-03-03 15:20:04.987	,8.214,0.9718,,-0.1134,4.675,6.825,9.911,1396.841,558.737
2025-03-03 15:50:04.987	,8.208,0.9718,0.0676,-0.1129,4.747,6.850,10.166,1389.010,555.604
2025-03-03 16:20:04.987	,8.148,0.9718,0.0690,-0.1130,4.746,6.807,11.969,1393.910,557.564
2025-03-03 16:50:04.987	,8.116,0.9718,0.0690,-0.1113,6.362,6.816,9.626,1385.546,554.218
2025-03-03 17:20:04.987	,8.180,0.9718,0.0694,-0.1114,4.803,6.786,7.319,1418.713,567.485
2025-03-03 17:50:04.987	,8.133,0.9718,0.0701,-0.1112,4.852,6.772,8.730,1405.553,562.221
2025-03-03 18:20:04.987	,8.155,0.9718,0.0686,,4.869,6.767,7.996,1415.747,566.299
2025-03-03 18:50:04.987	,8.143,0.9718,0.0701,-0.1115,4.950,6.743,8.357,1379.979,551.992
2025-03-03 19:20:04.987	,8.180,0.9718,0.0695,-0.1116,4.961,6.740,8.952,1387.681,555.072
2025-03-03 19:50:04.987	,8.199,0.9718,,-0.1124,5.576,6.728,7.967,1380.468,552.187
2025-03-03 20:20:04.987	,8.188,0.9718,0.0695,-0.1119,4.805,6.732,9.342,1393.332,557.333
2025-03-03 20:50:04.987	,8.161,0.9718,,-0.1124,4.811,6.703,9.084,1392.904,557.162
2025-03-03 21:20:04.987	,8.148,0.9718,0.0688,-0.1127,4.741,6.710,9.710,1398.818,559.527
2025-03-03 21:50:04.987	,8.104,0.9718,0.0682,-0.1122,4.815,6.685,9.321,1386.078,554.431
2025-03-03 22:20:04.987	,8.176,0.9718,0.0697,-0.1123,4.823,6.678,8.120,1386.618,554.647
2025-03-03 22:50:04.987	,8.170,0.9718,0.0732,-0.1122,4.829,6.676,7.812,1422.736,569.094
2025-03-03 23:20:04.987	,8.218,0.9718,0.0692,-0.1128,4.716,6.689,9.280,1399.113,559.645
2025-03-03 23:50:04.987	,8.165,0.9718,0.0677,-0.1138,4.821,6.702,9.688,1400.681,560.272
2025-03-04 00:20:04.987	,8.199,0.9718,0.0671,-0.1137,4.801,6.693,12.881,1393.824,557.530
2025-03-04 00:50:04.987	,8.197,0.9718,0.0654,-0.1132,4.790,6.694,14.796,1392.206,556.883
2025-03-04 01:20:04.987	,8.165,0.9718,0.0626,-0.1150,4.811,6.701,14.489,1423.138,569.255
